price,square,constructionTime,elevator,district
37235,116.56,2012,1,13
54514,84.75,2012,1,11
48244,92.24,2012,1,4
75388,100.68,2012,1,7
63189,89.89,2012,1,9
52441,94.87,2012,1,5
72000,60,2012,1,4
67287,40.87,2012,1,4
60180,92.39,2012,1,6
51529,118.38,2012,1,4
38661,81.22,2012,1,5
34829,115.28,2012,1,5
36455,87.78,2012,1,5
46154,91,2012,1,6
41328,85.9,2012,1,13
40206,89.54,2012,1,5
47769,92.11,2012,1,12
47438,91.7,2012,1,6
71896,153,2012,1,7
58751,88.17,2012,1,9
30002,88.33,2012,1,4
42092,84.34,2012,1,6
59314,118.86,2012,1,9
39190,88.8,2012,1,5
46632,88.31,2012,1,5
51027,89.17,2012,1,7
116924,169,2012,1,7
89455,66.85,2012,1,7
42105,89.54,2012,1,5
72959,42.49,2012,1,4
37500,88,2012,1,5
65117,86,2012,1,6
51109,62.22,2012,1,2
77344,64,2012,1,4
55451,89.9,2012,1,7
73481,29.94,2012,1,11
74114,46.55,2012,1,11
38127,64.26,2012,1,6
38749,88.52,2012,1,5
35229,62.45,2012,1,4
40651,81.18,2012,1,5
39102,89,2012,1,5
67146,51.53,2012,1,7
60689,92.11,2012,1,4
37588,89.55,2012,0,6
48633,82.25,2012,1,12
63838,86,2012,1,6
41383,97.82,2012,0,8
57114,96.3,2012,1,4
88302,53,2012,1,7
46184,139.66,2012,1,7
46481,75.3,2012,1,5
51049,254.66,2012,1,4
74554,91.21,2012,1,7
67770,80.42,2012,1,11
43618,94,2012,1,2
42895,88.59,2012,1,2
39013,81,2012,1,5
88273,172.76,2012,1,1
76642,87.29,2012,1,7
70282,29.88,2012,1,11
69193,30.35,2012,1,11
56098,88.24,2012,1,7
41648,88.84,2012,1,2
70869,47.2,2012,1,4
46943,60.5,2012,1,6
48408,88.83,2012,1,12
46158,94.87,2012,1,5
61441,77.31,2012,1,7
33996,40.3,2012,1,8
38680,70.58,2012,1,5
42425,66,2012,1,10
101633,245,2012,1,7
52844,87.05,2012,1,4
53621,87,2012,1,4
45174,66.41,2012,1,10
92743,166.59,2012,1,7
80000,47,2012,1,4
45397,94.28,2012,1,13
59482,82.21,2012,1,2
74762,42,2012,1,4
56750,60.97,2012,1,7
73607,70.51,2012,1,8
43303,96.53,2012,1,13
44575,95.57,2012,1,13
54915,96.15,2012,1,4
75868,96.22,2012,1,8
64762,63,2012,1,7
85319,119.2,2012,1,7
51785,48.47,2012,1,8
57204,127.79,2012,1,7
47414,58,2012,1,2
40406,55.19,2012,1,11
62020,208,2012,1,7
47143,88.88,2012,1,5
44301,84.65,2012,1,6
69539,65,2012,1,8
50643,91.82,2012,1,12
44996,72.23,2012,1,7
58963,40.11,2012,1,11
40092,80.94,2012,1,5
66620,98.32,2012,1,6
64308,89.88,2012,1,7
52662,87.35,2012,1,4
62583,151,2012,1,8
64201,59.19,2012,1,7
34733,131,2012,1,5
37753,89,2012,1,5
41497,80.97,2012,1,5
68653,88.27,2012,1,8
41644,90.05,2012,1,4
63449,72.5,2012,1,8
52076,69.13,2012,1,7
65158,47.5,2012,1,4
48700,87.68,2012,1,4
69177,25.37,2012,1,2
34085,142,2012,1,6
41194,81.08,2012,1,5
56353,87.84,2012,1,7
46349,89,2012,1,12
72341,47,2012,1,4
66399,99.4,2012,1,6
112373,179.76,2012,1,7
52811,58.7,2012,1,2
57125,94.53,2012,1,6
85956,89,2012,1,8
69160,65.79,2012,1,4
58758,88.5,2012,1,2
62333,93.05,2012,1,6
54378,91.95,2012,1,4
59059,87.54,2012,1,7
61540,91.48,2012,1,4
61136,133.31,2012,1,9
89623,53,2012,1,7
81325,85.19,2012,1,7
82461,89.74,2012,1,8
50809,28.44,2012,1,8
38540,64.09,2012,1,4
66819,88,2012,1,11
40642,84.15,2012,1,6
47827,92,2012,1,12
59283,70.51,2012,1,4
38797,88.54,2012,1,5
43373,86,2012,1,6
57511,146.06,2012,1,4
34385,87.83,2012,1,5
42675,84.36,2012,1,6
70642,66.25,2012,1,4
68000,65,2012,1,7
38970,96.23,2012,1,5
37783,75.3,2012,1,5
47120,84.36,2012,1,6
42259,59.87,2012,1,6
35000,88,2012,1,5
28817,54.31,2012,1,6
60107,89.84,2012,1,6
48972,163.36,2012,1,4
68488,101.04,2012,1,7
40540,89,2012,1,5
58185,94.87,2012,1,5
59821,40.12,2012,1,11
28761,89.01,2012,0,4
41852,81,2012,1,5
56897,58,2012,1,6
39481,80.42,2012,1,5
52396,79.3,2012,1,7
72139,62.38,2012,1,7
70959,86.67,2012,1,7
67023,138.46,2012,1,7
56464,59.95,2012,1,7
82530,42.53,2012,1,4
30528,87.79,2012,0,4
72467,122.54,2012,1,7
69494,70.51,2012,1,8
60422,78.78,2012,1,8
81744,77.07,2012,1,8
92051,95.6,2012,1,7
71798,58.15,2012,1,4
60098,92.35,2012,1,6
44824,84.33,2012,1,6
47687,91.64,2012,1,6
34775,86.27,2012,1,8
42791,86,2012,1,13
97736,53,2012,1,7
48797,92.22,2012,1,11
74240,40.41,2012,1,4
44873,66.41,2012,1,10
19193,260.52,2012,1,4
49809,91.35,2012,1,4
42000,80,2012,1,5
40133,117.61,2012,1,13
66964,69.74,2012,1,7
35123,86.27,2012,1,8
53129,87.9,2012,1,4
60733,81.67,2012,1,11
50107,164.85,2012,1,4
60802,91.61,2012,1,6
44272,114.07,2012,1,13
53514,52.51,2012,1,7
19486,71.85,2012,0,13
58225,89.31,2012,1,10
8000,20,2012,1,7
84806,84.9,2012,1,7
37224,85.43,2012,1,5
108334,72,2012,1,7
47433,66.41,2012,1,10
45927,66.41,2012,1,10
39035,64.02,2012,1,10
96374,45.5,2012,1,4
52450,87.99,2012,1,4
50738,92.24,2012,1,4
65094,98.32,2012,1,6
52769,46.05,2012,1,7
127019,148.01,2012,1,7
41390,85.77,2012,1,13
89624,52.33,2012,1,7
76389,72,2012,1,7
52074,94.29,2012,1,4
71552,58,2012,1,4
117016,93.15,2012,1,7
62574,135.84,2012,1,4
69044,88.06,2012,1,8
42100,80,2012,1,5
51194,87.12,2012,1,4
39186,193.95,2012,1,11
89815,52.33,2012,1,7
99741,88.73,2012,1,7
40340,78.83,2012,1,5
38106,88.7,2012,1,5
60675,89,2012,1,7
36029,62.45,2012,1,4
40450,89,2012,1,5
80427,66.52,2012,1,8
51917,128.09,2012,1,7
54309,123,2012,1,4
44737,95,2012,1,13
81955,65.28,2012,1,8
43392,115,2012,1,13
59652,140.65,2012,1,7
73640,46.85,2012,1,4
93945,69.19,2012,1,7
49386,77.35,2012,1,7
42837,69.8,2012,1,5
60000,80,2012,1,2
62904,94.59,2012,1,4
40573,84.54,2012,1,11
97552,51.87,2012,1,7
35849,82.29,2012,1,5
59848,127.49,2012,1,7
85718,81.08,2012,1,1
51424,175.99,2012,1,4
37379,40.13,2012,1,6
60575,57.78,2012,1,11
44707,94.17,2012,1,2
76639,45.93,2012,1,4
48672,87.32,2012,1,11
74986,86.55,2012,1,7
78841,98.3,2012,1,2
45348,89.53,2012,1,6
30398,88,2012,0,4
57007,88.06,2012,1,7
59467,153.7,2012,1,8
79900,118.9,2012,1,7
64902,57.78,2012,1,11
76730,47.57,2012,1,4
46616,89.24,2012,1,5
50167,93.29,2012,1,12
43648,85,2012,1,6
72710,73.58,2012,1,4
91204,52.52,2012,1,7
56040,32.12,2012,1,8
44516,80.87,2012,1,5
77689,122.54,2012,1,7
47154,84.83,2012,1,6
5008,91.86,2012,1,12
68729,130.95,2012,1,9
138398,134.54,2012,1,7
93334,81,2012,1,7
97910,113.37,2012,1,7
40371,71.71,2012,1,5
86085,63.31,2012,1,4
43062,119.48,2012,1,5
72843,82.37,2012,1,11
43933,87.18,2012,1,6
41212,85.85,2012,1,13
44784,92.4,2012,1,6
44798,91.97,2012,1,6
69953,54.18,2012,1,4
38932,92.47,2012,0,5
52543,59,2012,1,2
59491,93.46,2012,1,6
57942,88.02,2012,1,11
53933,89,2012,1,4
58209,92.77,2012,1,3
79647,100.82,2012,1,7
78059,46.76,2012,1,4
63587,92,2012,1,6
72600,82.37,2012,1,11
40942,243.76,2012,1,4
57942,89.4,2012,1,7
99307,105.23,2012,1,7
45158,93.45,2012,1,2
42112,85.25,2012,1,5
37483,118.19,2012,1,13
70968,62,2012,1,10
78163,45.93,2012,1,4
40075,81,2012,1,5
35415,131.02,2012,1,5
74600,46.85,2012,1,4
76272,90.86,2012,1,7
40225,89,2012,1,5
81646,45.93,2012,1,4
42593,81,2012,1,5
75406,59.81,2012,1,4
96977,40.68,2012,1,4
62454,67.25,2012,1,7
84415,97.14,2012,1,7
42887,88.84,2012,1,5
48388,88.66,2012,1,5
65814,86,2012,1,6
29776,89,2012,0,4
39349,88.44,2012,1,8
45954,89.22,2012,0,6
52177,94.87,2012,1,5
45680,94.79,2012,1,2
55391,87.38,2012,1,4
59889,68.46,2012,1,4
48924,91.98,2012,1,7
79681,82.58,2012,1,7
82615,85.82,2012,1,11
76035,65.76,2012,1,4
50323,93,2012,1,6
50876,137,2012,1,6
42311,74.45,2012,1,5
41742,88.88,2012,1,5
97977,52.38,2012,1,7
75034,67.97,2012,1,8
42804,107,2012,1,6
45628,89.42,2012,1,5
42459,89.5,2012,1,5
44370,119,2012,1,5
50840,88.12,2012,1,11
59309,60.7,2012,1,11
43862,119.42,2012,1,5
65368,85.67,2012,1,6
45008,88.83,2012,1,5
59731,167.42,2012,1,4
53464,119.52,2012,1,4
77397,63.31,2012,1,4
29779,88.99,2012,0,4
48979,88.59,2012,1,2
64352,82.36,2012,1,5
47527,92.16,2012,1,6
43493,88.52,2012,1,5
57989,52.51,2012,1,7
97994,52.34,2012,1,7
60400,86.59,2012,1,11
42499,89.18,2012,1,5
70078,73.49,2012,1,4
51063,72.46,2012,1,11
69207,177.73,2012,1,4
41868,80.73,2012,1,5
66426,85.81,2012,1,6
80411,89.54,2012,1,7
89613,84.81,2012,1,7
65828,40.12,2012,1,11
45108,115.28,2012,1,5
68355,89.68,2012,1,10
78531,45.46,2012,1,4
55982,87.35,2012,1,4
82988,241,2012,1,7
28978,88,2012,0,4
37448,64.09,2012,1,4
89429,43.89,2012,1,8
82246,144.08,2012,1,8
59232,89.48,2012,1,4
49968,91.66,2012,1,12
93691,52.3,2012,1,7
30091,89.73,2012,0,4
149914,86.45,2012,1,7
90412,89.59,2012,1,7
87066,43.99,2012,1,8
51758,92.74,2012,1,4
76417,47.11,2012,1,7
51027,80.35,2012,1,7
74744,45.89,2012,1,4
64990,99.4,2012,1,6
60494,131.75,2012,1,4
55394,89,2012,1,6
76823,130.17,2012,1,7
35878,87.52,2012,1,5
65657,198,2012,1,11
82982,66.28,2012,1,7
60070,40.12,2012,1,11
59590,141.3,2012,1,7
37919,56.7,2012,1,4
34296,55.11,2012,1,6
66339,99.49,2012,1,6
72064,87.7,2012,1,8
120007,58.33,2012,1,10
41774,85.7,2012,1,13
45280,55.19,2012,1,11
81485,46.88,2012,1,4
39375,80,2012,1,8
49578,127.68,2012,1,12
50455,66,2012,1,10
83284,66.88,2012,1,8
89087,40.41,2012,1,4
37274,83.17,2012,1,8
72872,62.85,2012,1,7
37592,87.52,2012,1,5
49316,73,2012,1,6
62017,94.33,2012,1,6
46435,75.59,2012,1,5
60253,51.45,2012,1,7
43784,88.5,2012,1,5
58382,59.95,2012,1,7
52263,59.89,2012,1,11
45141,89.72,2012,1,5
52649,123.08,2012,1,4
43980,75.49,2012,1,5
45980,89.17,2012,1,5
49344,92.21,2012,1,6
78603,84.73,2012,1,7
71242,148.79,2012,1,7
48510,89.88,2012,1,5
49240,156.38,2012,1,12
49732,89.28,2012,1,11
40192,58.47,2012,1,8
36761,88.41,2012,0,4
55056,60.61,2012,1,6
36414,39.82,2012,1,6
31918,83.34,2012,0,5
42001,130.99,2012,1,5
118312,131.01,2012,1,7
42840,81,2012,1,5
49819,88.12,2012,1,11
75826,46.95,2012,1,4
45295,85.44,2012,1,6
81673,41.14,2012,1,4
71196,58.15,2012,1,4
78437,83.89,2012,1,7
47910,123.15,2012,1,6
44718,85.76,2012,1,13
54362,87.93,2012,1,4
82925,93.82,2012,1,7
58754,117.27,2012,1,4
89339,43.99,2012,1,8
76748,48.08,2012,1,4
65313,94.01,2012,1,4
43949,86.01,2012,1,13
63325,90.96,2012,1,4
61566,40.12,2012,1,11
31094,89.73,2012,0,4
87821,46.8,2012,1,4
44262,88.79,2012,1,5
74692,92.38,2012,1,7
82180,46.24,2012,1,4
50646,122.42,2012,1,4
86145,41.21,2012,1,4
49714,89.11,2012,1,5
84320,89.54,2012,1,7
76193,86.36,2012,1,7
47245,88.9,2012,1,5
63211,40.12,2012,1,11
89888,89,2012,1,8
49881,91.82,2012,1,12
78675,83.89,2012,1,7
44879,100.27,2012,1,5
47645,84.69,2012,1,6
49827,89.31,2012,1,5
90476,43.99,2012,1,8
37528,87.67,2012,1,5
85926,45.97,2012,1,4
56523,180.46,2012,1,4
55826,125.39,2012,1,4
34954,46.92,2012,1,6
58161,90.44,2012,1,4
50864,88.63,2012,1,5
65428,67.25,2012,1,7
45467,75,2012,1,5
68643,66.14,2012,1,7
39017,87.4,2012,1,5
84321,109.7,2012,1,7
67119,85.67,2012,1,6
78376,184.37,2012,1,11
48990,110.84,2012,1,13
52050,91.26,2012,1,6
78437,83.89,2012,1,7
57872,76.03,2012,1,7
57793,76.48,2012,1,7
75682,47.7,2012,1,4
59400,85.86,2012,1,4
50816,89.54,2012,1,5
53060,76.33,2012,1,6
49245,178.7,2012,0,6
48100,84.2,2012,1,11
48126,67.22,2012,0,6
84986,45.89,2012,1,4
40637,65.95,2012,1,8
77721,185.28,2012,1,7
60047,89.93,2012,1,7
74388,64.93,2012,1,4
65169,89,2012,1,11
36957,87.67,2012,1,5
36644,61.13,2012,0,4
44492,118,2012,1,13
93098,176.16,2012,1,7
42559,86,2012,1,13
64387,67.25,2012,1,7
49363,90.96,2012,1,6
77196,50.78,2012,1,7
57482,86.81,2012,1,4
107856,89.75,2012,1,7
48528,91.7,2012,1,6
47598,89.29,2012,0,5
55409,86.81,2012,1,4
48851,87,2012,1,12
73628,29.88,2012,1,11
46832,88.83,2012,1,12
67969,64,2012,1,5
69618,60.33,2012,1,4
39019,131.99,2012,1,13
45672,39.74,2012,1,8
105244,52.26,2012,1,7
57491,121.76,2012,1,4
83661,68.73,2012,1,7
77611,47.03,2012,1,4
44187,86,2012,1,13
148551,138,2012,1,7
29275,66.27,2012,1,8
57048,87.12,2012,1,4
45086,89.83,2012,1,5
61953,97.01,2012,1,4
54043,161.91,2012,1,4
47833,82.58,2012,1,5
106211,92.27,2012,1,7
62752,92.11,2012,1,4
48471,88.92,2012,1,5
48944,83.77,2012,1,11
61075,67.95,2012,1,4
64806,40.12,2012,1,11
42305,118.19,2012,1,13
65984,94.72,2012,1,4
74082,103.94,2012,1,7
56259,138.38,2012,1,4
48677,80.12,2012,1,5
54207,92.24,2012,1,4
38423,79.12,2012,1,4
53933,89,2012,1,12
84951,109.24,2012,1,7
56968,68.46,2012,1,4
81635,89.3,2012,1,7
83918,94.14,2012,1,8
67299,40.12,2012,1,11
62035,88.66,2012,1,7
87849,46.33,2012,1,4
89830,40.41,2012,1,4
76323,46.33,2012,1,4
84267,116.06,2012,1,8
44667,75,2012,1,5
51308,79.91,2012,1,5
61568,90.47,2012,1,9
53044,57.5,2012,1,6
38274,87.79,2012,1,5
36756,40.13,2012,1,6
45069,115.38,2012,1,13
49733,89.88,2012,1,5
74167,72,2012,1,4
76602,86.16,2012,1,7
82744,90.4,2012,1,7
96229,76.9,2012,1,11
92613,45.89,2012,1,4
49605,88.5,2012,1,5
50968,81.13,2012,1,5
56690,86.26,2012,1,4
47976,88.17,2012,1,5
52358,75.92,2012,1,6
77068,48.01,2012,1,4
83611,51.07,2012,1,7
81703,47,2012,1,4
42916,80.39,2012,1,7
69925,127.28,2012,1,7
91067,40.41,2012,1,4
89207,29.37,2012,1,11
81977,89.05,2012,1,7
41332,118.19,2012,1,13
50355,87.38,2012,0,5
49660,134.92,2012,1,3
79860,82.37,2012,1,11
98546,52.26,2012,1,7
59805,138.45,2012,1,4
42177,89.86,2012,1,5
106667,102.75,2012,1,1
73572,87.67,2012,1,9
123753,134.3,2012,1,7
68754,91.05,2012,1,6
38257,46.92,2012,1,6
87646,85.8,2012,1,7
51122,86.07,2012,1,6
61446,83,2012,1,11
60637,90.21,2012,1,6
90230,87,2012,1,11
51334,150,2012,1,13
39855,87.82,2012,1,5
38014,39.46,2012,1,6
62360,89,2012,1,7
84856,97.46,2012,1,7
43240,54.58,2012,1,11
43596,96.34,2012,1,5
95239,42,2012,1,4
76156,106.23,2012,1,6
52348,88.83,2012,1,5
48313,88.59,2012,1,2
41875,80,2012,1,7
68123,46.24,2012,1,4
82393,88.6,2012,1,6
116322,110.04,2012,1,7
52033,55.35,2012,1,4
49910,94.17,2012,1,2
83727,84.8,2012,1,7
47899,119.42,2012,1,5
57097,77.5,2012,1,7
60655,87.05,2012,1,4
34285,87.65,2012,0,4
72573,93.7,2012,1,9
42728,118.19,2012,1,13
58457,81.77,2012,1,7
48090,89,2012,0,5
108511,64.51,2012,1,7
104179,52.41,2012,1,7
88968,95.54,2012,1,8
80942,92.66,2012,1,6
46013,110.84,2012,1,13
75782,96.99,2012,1,7
93119,44.03,2012,1,8
68182,176,2012,1,4
41049,134.72,2012,1,13
96605,89.54,2012,1,7
47983,86.49,2012,1,5
97670,90.1,2012,1,7
61163,68.67,2012,1,11
80469,63.13,2012,1,7
48149,81,2012,1,5
69112,68.73,2012,1,7
77781,89.74,2012,1,8
73270,95.51,2012,1,8
56363,79.84,2012,1,7
122260,47.44,2012,1,7
36471,90.21,2012,1,5
49700,88.13,2012,1,11
40741,135,2012,1,13
76194,84.39,2012,1,8
50865,69.99,2012,1,11
71445,90.98,2012,1,6
53665,92.24,2012,1,4
41911,122.88,2012,1,2
49252,89.54,2012,1,6
57286,89.9,2012,1,7
65209,94.62,2012,1,6
32633,80.9,2012,0,5
69935,86.51,2012,1,9
44000,131.82,2012,1,13
50265,111.41,2012,1,6
52365,55.19,2012,1,11
85294,140.69,2012,1,7
76730,47.57,2012,1,4
35747,88.12,2012,1,4
50382,81.18,2012,1,5
85554,254.81,2012,1,7
63589,67.15,2012,1,7
103672,245.97,2012,1,7
44874,96.27,2012,1,11
82668,91.33,2012,1,8
69353,121.48,2012,1,7
49511,89.88,2012,1,5
67043,83.38,2012,1,8
58585,88.76,2012,1,7
89177,60.33,2012,1,4
49014,84.67,2012,1,6
70850,85.11,2012,1,7
82830,160.57,2012,1,7
40651,81.18,2012,1,5
60407,91.05,2012,1,6
50403,118.05,2012,1,11
58157,141,2012,1,7
38854,132.96,2012,1,13
56791,81,2012,1,5
44739,83.82,2012,1,11
64866,93.27,2012,1,9
41971,117.82,2012,1,13
67550,90.6,2012,1,4
41358,75.56,2012,1,5
49505,49.49,2012,1,2
113828,47.44,2012,1,7
60577,91.95,2012,1,4
70959,86.67,2012,1,7
51761,156.49,2012,1,12
53710,80.06,2012,1,7
38637,132,2012,1,13
40741,135,2012,1,13
47190,84.34,2012,1,6
59165,58.65,2012,1,2
127976,117.21,2012,1,7
69583,51.45,2012,1,7
95008,88.73,2012,1,7
103078,65.97,2012,1,7
79919,108.61,2012,1,8
47601,75.63,2012,1,5
106813,126.39,2012,1,7
71681,87.89,2012,1,11
48729,55.82,2012,1,11
37986,64.63,2012,1,4
44895,75.51,2012,1,5
76907,92.71,2012,1,8
47469,88.48,2012,1,5
67658,67.99,2012,1,8
71602,41.2,2012,1,4
75902,89.59,2012,1,7
52787,40.73,2012,1,2
80214,130.9,2012,1,2
78463,25.49,2012,1,2
39120,85.89,2012,1,13
42179,89.62,2012,0,6
51981,96.96,2012,1,4
48181,269.82,2012,1,4
72509,136.26,2012,1,7
45822,75.51,2012,1,5
49419,50.69,2012,1,2
74230,84.4,2012,1,7
38586,83.97,2012,1,13
78027,131.11,2012,1,7
54493,93.04,2012,1,12
65313,82.68,2012,1,7
47527,87.32,2012,1,11
52135,118.54,2012,1,4
43450,89.76,2012,0,6
46554,88.07,2012,1,6
42862,89.59,2012,1,5
69683,96.15,2012,1,4
65366,66.09,2012,1,7
69436,97.5,2012,1,9
65309,135.97,2012,1,7
115406,93.15,2012,1,7
63393,125.41,2012,1,6
75916,48.08,2012,1,4
51932,140.57,2012,1,4
76908,96.22,2012,1,8
48355,84.79,2012,1,6
47693,58.71,2012,1,2
35322,64.55,2012,1,4
45868,71.51,2012,0,6
40562,118.34,2012,1,13
73523,85.28,2012,1,7
42578,89.25,2012,0,6
40219,89.76,2012,0,6
69474,71.97,2012,1,8
52571,112.23,2012,1,7
43588,87.18,2012,1,6
58097,94.67,2012,1,4
81121,88.14,2012,1,8
90205,86.47,2012,1,7
82639,64.74,2012,0,8
83611,87.07,2012,1,11
49178,51.04,2012,1,2
47254,84.65,2012,1,6
83411,54.07,2012,1,8
46169,72.56,2012,1,6
36519,81.22,2012,1,5
83024,53.84,2012,1,8
57807,68.85,2012,1,4
41648,88.84,2012,1,2
47203,87.92,2012,1,5
43498,88.74,2012,1,12
68275,132.7,2012,1,7
55329,75.91,2012,1,7
73187,45.5,2012,1,4
76296,95.68,2012,1,8
87880,109.24,2012,1,7
51592,76.33,2012,1,6
62342,43.31,2012,1,7
80450,46.24,2012,1,4
47018,84.65,2012,1,6
43656,88.19,2012,1,5
47257,88.03,2012,1,6
36880,115.24,2012,1,5
43549,49.37,2012,1,2
41422,88.48,2012,1,5
42689,138.21,2012,1,13
38412,122.88,2012,1,2
68158,46.95,2012,1,4
47541,175.64,2012,1,7
60004,63.33,2012,1,5
41074,77.91,2012,1,6
72373,87.74,2012,1,7
73219,45.89,2012,1,4
34731,87.82,2012,1,5
41570,86,2012,1,13
46433,88.3,2012,1,5
43577,75.04,2012,1,5
66530,82.37,2012,1,11
69537,75.5,2012,1,7
51163,68.41,2012,1,2
72796,85.17,2012,1,7
62043,116.05,2012,1,4
73866,85.29,2012,1,7
46121,81.85,2012,1,5
50000,162,2012,1,4
47785,92.08,2012,1,7
52233,49.49,2012,1,2
42238,89.73,2012,0,6
63045,87.24,2012,1,9
46287,84.69,2012,1,6
66776,85.81,2012,1,6
78495,186,2012,1,7
50000,51,2012,1,2
36290,80.74,2012,0,5
83458,40.38,2012,1,4
40196,85.83,2012,1,13
26199,171,2012,1,5
63311,40.12,2012,1,11
62027,117.37,2012,1,9
43013,75.56,2012,1,5
78162,95.06,2012,1,8
54434,59.89,2012,1,11
43172,80.84,2012,1,7
44459,94.47,2012,1,2
55769,125.52,2012,1,4
101134,163.15,2012,1,7
50764,91.01,2012,1,6
46965,59.62,2012,1,6
74409,88.7,2012,1,7
72456,85.57,2012,1,7
93604,64.1,2012,1,7
34046,64.62,2012,1,4
23273,275,2012,1,7
73383,85.17,2012,1,7
46177,88.79,2012,1,12
65563,133.08,2012,1,7
101611,282.45,2012,1,7
39453,81.11,2012,1,5
62659,86.98,2012,1,9
64806,40.12,2012,1,11
64387,99.4,2012,1,6
48650,50.36,2012,1,2
49002,60.61,2012,1,6
42963,75.88,2012,1,5
43110,89.54,2012,1,5
45359,75.62,2012,1,5
52034,138.95,2012,1,12
49147,50.36,2012,1,2
49418,127.89,2012,1,12
58562,125.85,2012,1,7
40672,78.68,2012,1,6
57507,97.38,2012,1,4
42800,89.02,2012,1,5
69311,95.08,2012,1,2
121655,110.97,2012,1,7
78231,45.89,2012,1,4
85876,44.25,2012,1,8
38648,117.73,2012,1,13
47299,91.97,2012,1,6
52811,58.7,2012,1,2
41100,85.16,2012,1,6
46477,91.66,2012,1,12
38278,119.13,2012,1,13
75353,96.48,2012,1,7
73962,45.97,2012,1,4
76203,45.93,2012,1,4
73857,85.03,2012,1,7
51390,262.7,2012,1,4
43961,169.47,2012,0,6
89159,91.41,2012,1,7
66311,46.75,2012,1,4
76639,45.93,2012,1,4
70275,63.75,2012,1,4
45958,133.82,2012,1,6
73661,66.25,2012,1,4
46797,59.62,2012,1,6
44738,80.47,2012,1,7
46504,83.22,2012,1,6
72632,95,2012,1,2
60961,57.25,2012,1,11
76156,46.09,2012,1,4
62854,88.46,2012,1,9
95662,89.9,2012,1,7
53565,138.45,2012,1,4
59085,85.81,2012,1,6
122641,134.54,2012,1,7
60402,57.78,2012,1,11
49504,91.71,2012,1,6
115231,149.7,2012,1,10
84110,41.85,2012,1,4
35468,85.43,2012,1,5
70409,98,2012,1,2
76040,86.14,2012,1,7
92160,65.43,2012,1,7
43015,87.18,2012,1,6
47616,123.28,2012,1,6
56189,136.15,2012,1,4
37227,115.24,2012,1,5
88056,52.24,2012,1,7
54655,76.48,2012,1,7
68699,82.68,2012,1,7
42513,88.21,2012,1,6
58851,85.81,2012,1,6
82804,140.09,2012,1,7
57810,89.95,2012,1,4
80386,95.54,2012,1,8
63855,87.7,2012,1,8
46836,127.68,2012,1,12
63949,96.64,2012,1,9
68265,93.02,2012,1,7
89772,115.07,2012,1,7
53268,91.05,2012,1,6
72223,46.8,2012,1,4
43121,89.4,2012,0,6
36974,133.34,2012,1,13
43828,89.67,2012,1,5
42698,92.98,2012,1,11
40977,92.98,2012,1,11
53739,87.46,2012,1,11
105678,129.64,2012,1,7
42753,88.65,2012,1,6
75847,119.32,2012,1,7
75533,211.83,2012,1,7
73362,66.52,2012,1,8
65824,97.23,2012,1,7
64517,77.5,2012,1,7
72750,64.33,2012,1,7
43248,131.8,2012,1,3
69853,46.24,2012,1,4
42645,72.46,2012,1,11
28165,89.12,2012,0,4
65993,151.23,2012,1,4
35985,55.19,2012,1,11
42754,139.17,2012,1,13
73930,148.79,2012,1,7
38173,54.62,2012,0,5
73873,115.47,2012,1,8
62543,118,2012,1,4
62264,40.12,2012,1,11
79469,45.93,2012,1,4
31195,90.4,2012,1,4
50628,88.49,2012,1,4
44076,88.03,2012,1,6
39085,89.55,2012,1,5
41027,75.56,2012,1,5
43485,75.43,2012,1,6
41554,121.05,2012,1,13
76777,84.01,2012,1,7
52817,130.64,2012,1,4
39902,89.22,2012,1,5
104713,85.95,2012,1,10
70931,45.89,2012,1,4
42607,89.54,2012,1,5
63280,85.81,2012,1,6
39730,75.51,2012,1,5
43898,80.87,2012,1,5
49660,58.8,2012,1,2
73382,109.7,2012,1,7
58412,85.6,2012,1,6
38067,80.91,2012,1,5
45838,75.92,2012,1,6
93745,52.27,2012,1,7
67097,136.37,2012,1,7
42440,89.54,2012,1,5
46554,92.11,2012,1,12
32531,83,2012,0,4
52294,68.46,2012,1,4
41904,86.15,2012,1,6
79235,140.09,2012,1,7
73640,85.28,2012,1,7
39700,81.11,2012,1,5
41568,75.3,2012,1,5
45123,50.64,2012,1,2
31657,79.92,2012,0,5
43523,88.92,2012,0,6
36214,80.91,2012,1,5
41978,75.04,2012,1,5
42739,49.37,2012,1,2
59294,116.37,2012,1,9
67355,46.99,2012,1,4
40455,89.73,2012,0,6
43141,81.13,2012,1,5
52914,92,2012,1,11
134542,88.82,2012,1,7
44826,83.88,2012,1,6
37858,118.34,2012,1,13
47376,91.82,2012,1,12
43540,98.76,2012,1,13
45752,88.74,2012,1,12
36486,134.3,2012,1,13
71214,89.59,2012,1,7
80955,45.89,2012,1,4
43754,78.85,2012,1,7
54894,138.45,2012,1,4
60192,85.81,2012,1,6
41634,49.96,2012,1,2
40350,75.59,2012,1,5
68289,70.51,2012,1,8
37194,54.58,2012,1,11
69309,81.52,2012,1,7
50105,76.84,2012,1,7
38233,135.75,2012,1,13
54403,89.15,2012,1,10
63483,66.16,2012,1,7
32283,79.61,2012,1,4
52399,58.78,2012,1,2
41082,75.46,2012,1,5
41629,75.67,2012,1,5
41118,75.88,2012,1,5
38897,133.43,2012,1,13
70914,87.29,2012,1,7
73956,90.46,2012,1,7
